,Disease,Symptoms
443,377,"sharp abdominal pain, lower abdominal pain, pelvic pain, painful menstruation, vomiting, side pain, long menstrual periods, fever, diarrhea, acne or pimples, burning abdominal pain, involuntary urination"
444,378,"pain in eye, eye redness,  of eye, swollen eye, diminished vision, lacrimation, foreign body sensation in eye, eye burns or stings, itchiness of eye, eyelid swelling, eyelid lesion or rash, white discharge from eye"
445,379,"weakness, diarrhea, fatigue, dizziness, vomiting, weight gain, chills, itching of skin, feeling ill, coryza, low back weakness, emotional , "
446,380,"depression, anxiety and nervousness, depressive or psychotic , insomnia, excessive anger, low self-esteem, disturbance of memory, temper problems, fears and phobias, slurring words, loss of sex drive, antisocial behavior"
447,381,"skin rash, fever, sore throat, cough, coryza, skin swelling, groin pain, penis pain, throat swelling, difficulty in swallowing, sinus congestion, mouth pain"
448,382,"palpitations, shortness of breath, sharp chest pain, difficulty breathing, weakness, fatigue, chest tightness, insomnia, heartburn, leg swelling, fluid retention, recent pregnancy"
449,383,"drug abuse, abusing alcohol, anxiety and nervousness, depression, depressive or psychotic , abnormal involuntary movements, delusions or hallucinations, slurring words, excessive anger, hostile behavior"
450,384,"infertility, unpredictable menstruation, weight gain, pelvic pain, absence of menstruation, heavy menstrual flow, intermenstrual bleeding, long menstrual periods, painful menstruation, cramps and spasms, hot flashes, acne or pimples"
451,385,"headache, loss of sensation, seizures, dizziness, leg pain, fatigue, disturbance of memory, problems with movement, paresthesia, insomnia, joint pain, leg weakness"
452,386,"mass on eyelid, skin growth, eyelid lesion or rash, pain in eye,  of eye, diminished vision, wrinkles on skin, itchiness of eye, abnormal movement of eyelid, skin rash, muscle swelling, elbow cramps or spasms"
453,387,"penis redness, penis pain, diaper rash, skin rash, abnormal appearing skin, fever, painful urination, cough, suprapubic pain, penile discharge, skin lesion, itching of skin"
454,388,"difficulty in swallowing, vomiting, sore throat, cough, shortness of breath, difficulty breathing, infant spitting up, paresthesia, coughing up sputum, throat swelling, infant feeding problem, lymphedema"
455,389,"drug abuse, abusing alcohol, depressive or psychotic , depression, sharp chest pain, delusions or hallucinations, hostile behavior, excessive anger, fears and phobias, nightmares, hysterical behavior"
456,390,"diminished vision, blindness, headache, spots or clouds in vision, pain in eye, fatigue,  of eye, retention of urine, eyelid swelling"
457,391,"abusing alcohol, seizures, abnormal involuntary movements, nausea, depressive or psychotic , vomiting, dizziness, weakness, sharp chest pain, antisocial behavior, delusions or hallucinations, fainting"
458,392,"palpitations, irregular heartbeat, sharp chest pain, shortness of breath, chest tightness, dizziness, fatigue, frequent urination, fainting, increased heart rate, muscle swelling, pus in urine"
459,393,"seizures, headache, weakness, focal weakness, loss of sensation, problems with movement, abnormal involuntary movements, slurring words, cramps and spasms, difficulty speaking, arm weakness, arm stiffness or tightness"
460,394,"foot or toe pain, loss of sensation, skin lesion, foot or toe swelling, irregular appearing nails, problems with movement, skin growth"
461,395,"facial pain, wrist pain, fluid retention, jaw swelling"
462,396,"knee pain, knee swelling, ankle pain, ankle swelling, elbow pain, wrist pain, elbow swelling, leg swelling, foot or toe swelling, knee stiffness or tightness, wrist swelling, problems with movement"
463,397,"leg pain, leg swelling, skin on leg or foot looks infected"
464,398,"headache, disturbance of memory, weakness, seizures, difficulty speaking, depressive or psychotic , facial pain, diminished hearing, diminished vision, focal weakness, dizziness, nausea"
465,399,"headache, seizures, weakness, focal weakness, decreased appetite, disturbance of memory, slurring words, difficulty speaking, arm weakness, blindness, stomach bloating, leg weakness"
466,400,"spotting or bleeding during pregnancy, uterine contractions, nausea, lower abdominal pain, cramps and spasms, problems during pregnancy, cross-eyed, itchy eyelid, excessive growth, emotional , elbow cramps or spasms, wrist weakness"
467,401,"nasal congestion, cough, allergic reaction, sore throat, headache, ear pain, sneezing, coryza, itchiness of eye, frontal headache, lacrimation, painful sinuses"
468,402,"shortness of breath, cough, fatigue, decreased appetite, hemoptysis, drainage in throat, leg weakness, smoking problems"
469,403,"peripheral edema,  of the kidneys, blood in urine, impotence, thirst, swelling of scrotum, melena, irregular appearing nails, leg stiffness or tightness, leg cramps or spasms, lack of growth"
470,404,"vaginal bleeding after menopause, pelvic pain, hot flashes, focal weakness, heavy menstrual flow, cramps and spasms, tongue lesions, muscle pain, intermenstrual bleeding, gum pain, unpredictable menstruation, groin mass"
471,405," of eye, diminished vision, pain in eye, lacrimation, itchiness of eye, eye redness, eye burns or stings, foreign body sensation in eye, spots or clouds in vision, white discharge from eye, abnormal movement of eyelid, double vision"
472,406,"lump or mass of breast, pain or soreness of breast, bleeding or discharge from nipple, long menstrual periods, leg cramps or spasms, absence of menstruation, intermenstrual bleeding, skin irritation, frequent menstruation"
473,407,"skin rash, skin swelling, skin lesion, abnormal appearing skin, itching of skin, acne or pimples, irregular appearing scalp, skin irritation, skin growth, itchy scalp, skin dryness peeling scaliness or roughness, pelvic pain"
474,408,"toothache, peripheral edema, facial pain, jaw swelling, gum pain, mouth pain, skin swelling, fluid retention, pain in gums, lip swelling, neck swelling,  of the face"
475,409,"pain in eye, shoulder cramps or spasms, facial pain, ankle pain, wrist pain, pain during pregnancy, excessive anger, joint stiffness or tightness, pain or soreness of breast, knee lump or mass, fatigue, excessive urination at night"
476,410,"allergic reaction, skin rash, itching of skin, hand or finger swelling, abnormal appearing skin, fluid retention, foot or toe swelling, arm swelling, leg swelling, peripheral edema, skin swelling, paresthesia"
477,411,"lower abdominal pain, regurgitation, suprapubic pain, excessive growth, cross-eyed, elbow weakness, wrist weakness, emotional , feeling hot and cold, bowlegged or knock-kneed, elbow cramps or spasms, nailbiting"
478,412,"dizziness, problems with movement, weakness, back pain, headache, leg pain, arm pain, sweating, foot or toe weakness, paresthesia, vomiting, sharp chest pain"
479,413,"rectal bleeding, blood in stool, pain of the anus, sharp abdominal pain, diarrhea, constipation, burning abdominal pain, melena, itching of the anus, heartburn, changes in stool appearance, cramps and spasms"
480,414," of bladder, retention of urine, involuntary urination, impotence, frequent urination, suprapubic pain, blood in urine,  of prostate, emotional , elbow cramps or spasms, wrist weakness, back weakness"
481,415,"dizziness, nausea, vomiting, headache, problems with movement, weakness, ringing in ear, fainting, irregular heartbeat, diminished hearing, feeling ill, frontal headache"
482,416,"abnormal movement of eyelid, diminished vision, eye moves abnormally, leg weakness, pain during intercourse, eyelid lesion or rash, arm weakness, headache, muscle cramps contractures or spasms, cramps and spasms, blindness, low back weakness"
483,417,"cough, shortness of breath, fatigue, sharp chest pain, headache, peripheral edema, pain in eye, wheezing, chest tightness, paresthesia, muscle pain, facial pain"
484,418,"fatigue, decreased appetite, focal weakness, neck mass, stomach bloating, leg cramps or spasms, unusual color or odor to urine, vaginal dryness"
485,419,"hand or finger pain, hand or finger stiffness or tightness, wrist pain, hand or finger cramps or spasms, hand or finger swelling, paresthesia, shoulder stiffness or tightness, bones are painful, bleeding from ear, muscle stiffness or tightness, back stiffness or tightness, skin on arm or hand looks infected"
486,420,"pain in eye, swollen eye, eye redness, eyelid swelling,  of eye, mass on eyelid, itchiness of eye, eyelid lesion or rash, abnormal appearing skin, eye burns or stings, skin swelling, lacrimation"
487,421,"ache all over, abnormal appearing skin, pain in testicles, recent weight loss, joint pain, disturbance of memory, too little hair, drainage in throat, difficulty speaking, pelvic pain, bones are painful"
488,422,"knee pain, foot or toe pain, skin growth, shoulder pain, abnormal appearing skin, skin lesion, pelvic pain, hand or finger lump or mass, itching of skin, ankle pain, lower abdominal pain, lip swelling"
489,423,"decreased heart rate, weight gain, shoulder pain, nailbiting, elbow cramps or spasms, emotional , elbow weakness, muscle swelling, itching of scrotum, infrequent menstruation, low back weakness, bladder mass"
490,424,"fever, shoulder cramps or spasms, excessive anger, ankle pain, wrist pain, pain during pregnancy, facial pain, joint stiffness or tightness, pain or soreness of breast, knee lump or mass, pain in eye, fatigue"
491,425,"spots or clouds in vision, diminished vision,  of eye, pain in eye, lacrimation, eye redness, itchiness of eye, blindness, foreign body sensation in eye, bleeding from eye, double vision, eye burns or stings"
492,426,"skin growth, wrinkles on skin, abnormal appearing skin, skin lesion, skin moles, skin swelling, acne or pimples, itching of skin, warts, skin irritation, lip swelling, too little hair"
493,427,"sharp abdominal pain, diminished hearing, vomiting blood, shortness of breath, vulvar sore, loss of sex drive, knee lump or mass, nailbiting, excessive growth, wrist weakness, shoulder swelling, neck cramps or spasms"
494,428,"spotting or bleeding during pregnancy, sharp abdominal pain, pain during pregnancy, intermenstrual bleeding, problems during pregnancy, lower abdominal pain, uterine contractions, blood in urine, infertility, back cramps or spasms"
495,429,"painful urination, sharp abdominal pain, skin rash, nasal congestion, pelvic pressure, vulvar sore, knee lump or mass, neck cramps or spasms, excessive growth, shoulder swelling, loss of sex drive, bedwetting"
496,430,"cough, fever, shortness of breath, vomiting, sore throat, sharp abdominal pain, nasal congestion, coryza, headache, irritable infant, difficulty in swallowing, sinus congestion"
497,431,"pain in eye, shoulder cramps or spasms, facial pain, ankle pain, wrist pain, pain during pregnancy, excessive anger, joint stiffness or tightness, pain or soreness of breast, knee lump or mass, fatigue, excessive urination at night"
